2021-01-12 10:16:48 status unpacked libpsl5:amd64 0.20.2-2
2021-01-12 10:16:48 status half-configured libpsl5:amd64 0.20.2-2
2021-01-12 10:16:48 status installed libpsl5:amd64 0.20.2-2
2021-01-12 10:16:48 configure libssl1.1:amd64 1.1.1d-0+deb10u4 <none>
2021-01-12 10:16:48 status unpacked libssl1.1:amd64 1.1.1d-0+deb10u4
2021-01-12 10:16:48 status half-configured libssl1.1:amd64 1.1.1d-0+deb10u4
2021-01-12 10:16:48 status installed libssl1.1:amd64 1.1.1d-0+deb10u4
2021-01-12 10:16:48 configure libnghttp2-14:amd64 1.36.0-2+deb10u1 <none>
2021-01-12 10:16:48 status unpacked libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:16:48 status half-configured libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:16:48 status installed libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:16:48 configure libldap-common:all 2.4.47+dfsg-3+deb10u4 <none>
2021-01-12 10:16:48 status unpacked libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:48 status half-configured libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:48 status installed libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:48 configure libkrb5support0:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:48 status unpacked libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 status half-configured libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 status installed libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 configure libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1 <none>
2021-01-12 10:16:48 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:48 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:48 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:48 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2 <none>
2021-01-12 10:16:48 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:16:48 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:16:48 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:16:48 configure libk5crypto3:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:48 status unpacked libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 status half-configured libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 status installed libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 configure libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1 <none>
2021-01-12 10:16:48 status unpacked libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:48 status half-configured libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:48 status installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:48 configure libssh2-1:amd64 1.8.0-2.1 <none>
2021-01-12 10:16:48 status unpacked libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:16:48 status half-configured libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:16:48 status installed libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:16:48 configure libkrb5-3:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:48 status unpacked libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 status half-configured libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 status installed libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:16:48 configure openssl:amd64 1.1.1d-0+deb10u4 <none>
2021-01-12 10:16:48 status unpacked openssl:amd64 1.1.1d-0+deb10u4
2021-01-12 10:16:48 status half-configured openssl:amd64 1.1.1d-0+deb10u4
2021-01-12 10:16:48 status installed openssl:amd64 1.1.1d-0+deb10u4
2021-01-12 10:16:48 configure readline-common:all 7.0-5 <none>
2021-01-12 10:16:48 status unpacked readline-common:all 7.0-5
2021-01-12 10:16:48 status half-configured readline-common:all 7.0-5
2021-01-12 10:16:48 status installed readline-common:all 7.0-5
2021-01-12 10:16:48 configure libreadline7:amd64 7.0-5 <none>
2021-01-12 10:16:48 status unpacked libreadline7:amd64 7.0-5
2021-01-12 10:16:48 status half-configured libreadline7:amd64 7.0-5
2021-01-12 10:16:48 status installed libreadline7:amd64 7.0-5
2021-01-12 10:16:48 configure libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4 <none>
2021-01-12 10:16:48 status unpacked libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:48 status half-configured libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:48 status installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:48 configure ca-certificates:all 20200601~deb10u1 <none>
2021-01-12 10:16:48 status unpacked ca-certificates:all 20200601~deb10u1
2021-01-12 10:16:48 status half-configured ca-certificates:all 20200601~deb10u1
2021-01-12 10:16:49 status installed ca-certificates:all 20200601~deb10u1
2021-01-12 10:16:49 status triggers-pending ca-certificates:all 20200601~deb10u1
2021-01-12 10:16:49 configure libgssapi-krb5-2:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:49 status unpacked libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:16:49 status half-configured libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:16:49 status installed libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:16:49 configure libcurl3-gnutls:amd64 7.64.0-4+deb10u1 <none>
2021-01-12 10:16:49 status unpacked libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2021-01-12 10:16:49 status half-configured libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2021-01-12 10:16:49 status installed libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2021-01-12 10:16:49 configure gnupg1:amd64 1.4.23-1 <none>
2021-01-12 10:16:49 status unpacked gnupg1:amd64 1.4.23-1
2021-01-12 10:16:49 status half-configured gnupg1:amd64 1.4.23-1
2021-01-12 10:16:49 status installed gnupg1:amd64 1.4.23-1
2021-01-12 10:16:49 trigproc libc-bin:amd64 2.28-10 <none>
2021-01-12 10:16:49 status half-configured libc-bin:amd64 2.28-10
2021-01-12 10:16:49 status installed libc-bin:amd64 2.28-10
2021-01-12 10:16:49 trigproc ca-certificates:all 20200601~deb10u1 <none>
2021-01-12 10:16:49 status half-configured ca-certificates:all 20200601~deb10u1
2021-01-12 10:16:50 status installed ca-certificates:all 20200601~deb10u1
2021-01-12 10:16:52 startup packages remove
2021-01-12 10:16:52 status installed gnupg1:amd64 1.4.23-1
2021-01-12 10:16:52 remove gnupg1:amd64 1.4.23-1 <none>
2021-01-12 10:16:52 status half-configured gnupg1:amd64 1.4.23-1
2021-01-12 10:16:52 status half-installed gnupg1:amd64 1.4.23-1
2021-01-12 10:16:52 status config-files gnupg1:amd64 1.4.23-1
2021-01-12 10:16:52 status not-installed gnupg1:amd64 <none>
2021-01-12 10:16:52 status installed libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2021-01-12 10:16:52 remove libcurl3-gnutls:amd64 7.64.0-4+deb10u1 <none>
2021-01-12 10:16:52 status triggers-pending libc-bin:amd64 2.28-10
2021-01-12 10:16:52 status half-configured libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2021-01-12 10:16:52 status half-installed libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2021-01-12 10:16:52 status config-files libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2021-01-12 10:16:52 status not-installed libcurl3-gnutls:amd64 <none>
2021-01-12 10:16:52 status installed libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 remove libgssapi-krb5-2:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:52 status half-configured libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status half-installed libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status config-files libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status installed libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 remove libkrb5-3:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:52 status half-configured libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status half-installed libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status config-files libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status not-installed libkrb5-3:amd64 <none>
2021-01-12 10:16:52 status installed libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 remove libk5crypto3:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:52 status half-configured libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status half-installed libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status config-files libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status not-installed libk5crypto3:amd64 <none>
2021-01-12 10:16:52 status installed libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 remove libkrb5support0:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:52 status half-configured libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status half-installed libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status config-files libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:16:52 status not-installed libkrb5support0:amd64 <none>
2021-01-12 10:16:52 status installed libkeyutils1:amd64 1.6-6
2021-01-12 10:16:52 remove libkeyutils1:amd64 1.6-6 <none>
2021-01-12 10:16:52 status half-configured libkeyutils1:amd64 1.6-6
2021-01-12 10:16:52 status half-installed libkeyutils1:amd64 1.6-6
2021-01-12 10:16:52 status config-files libkeyutils1:amd64 1.6-6
2021-01-12 10:16:52 status not-installed libkeyutils1:amd64 <none>
2021-01-12 10:16:52 status installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 remove libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4 <none>
2021-01-12 10:16:52 status half-configured libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 status half-installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 status config-files libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 status not-installed libldap-2.4-2:amd64 <none>
2021-01-12 10:16:52 status installed libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 remove libldap-common:all 2.4.47+dfsg-3+deb10u4 <none>
2021-01-12 10:16:52 status half-configured libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 status half-installed libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 status config-files libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 status installed libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:16:52 remove libnghttp2-14:amd64 1.36.0-2+deb10u1 <none>
2021-01-12 10:16:52 status half-configured libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:16:52 status half-installed libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:16:52 status config-files libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:16:52 status not-installed libnghttp2-14:amd64 <none>
2021-01-12 10:16:52 status installed libpsl5:amd64 0.20.2-2
2021-01-12 10:16:52 remove libpsl5:amd64 0.20.2-2 <none>
2021-01-12 10:16:52 status half-configured libpsl5:amd64 0.20.2-2
2021-01-12 10:16:52 status half-installed libpsl5:amd64 0.20.2-2
2021-01-12 10:16:52 status config-files libpsl5:amd64 0.20.2-2
2021-01-12 10:16:52 status not-installed libpsl5:amd64 <none>
2021-01-12 10:16:52 status installed libreadline7:amd64 7.0-5
2021-01-12 10:16:52 remove libreadline7:amd64 7.0-5 <none>
2021-01-12 10:16:52 status half-configured libreadline7:amd64 7.0-5
2021-01-12 10:16:52 status half-installed libreadline7:amd64 7.0-5
2021-01-12 10:16:52 status config-files libreadline7:amd64 7.0-5
2021-01-12 10:16:52 status not-installed libreadline7:amd64 <none>
2021-01-12 10:16:52 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:16:52 remove librtmp1:amd64 2.4+20151223.gitfa8646d.1-2 <none>
2021-01-12 10:16:52 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:16:52 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:16:52 status config-files librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:16:52 status not-installed librtmp1:amd64 <none>
2021-01-12 10:16:52 status installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:52 remove libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1 <none>
2021-01-12 10:16:52 status half-configured libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:52 status half-installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:52 status config-files libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:52 status not-installed libsasl2-2:amd64 <none>
2021-01-12 10:16:52 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:52 remove libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1 <none>
2021-01-12 10:16:52 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:52 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:52 status config-files libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:16:52 status not-installed libsasl2-modules-db:amd64 <none>
2021-01-12 10:16:52 status installed libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:16:52 remove libssh2-1:amd64 1.8.0-2.1 <none>
2021-01-12 10:16:52 status half-configured libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:16:52 status half-installed libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:16:52 status config-files libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:16:52 status not-installed libssh2-1:amd64 <none>
2021-01-12 10:16:52 status installed readline-common:all 7.0-5
2021-01-12 10:16:52 remove readline-common:all 7.0-5 <none>
2021-01-12 10:16:52 status half-configured readline-common:all 7.0-5
2021-01-12 10:16:52 status half-installed readline-common:all 7.0-5
2021-01-12 10:16:52 status config-files readline-common:all 7.0-5
2021-01-12 10:16:52 startup packages configure
2021-01-12 10:16:52 trigproc libc-bin:amd64 2.28-10 <none>
2021-01-12 10:16:52 status half-configured libc-bin:amd64 2.28-10
2021-01-12 10:16:52 status installed libc-bin:amd64 2.28-10
2021-01-12 10:16:52 startup packages purge
2021-01-12 10:16:52 purge libldap-common:all 2.4.47+dfsg-3+deb10u4 <none>
2021-01-12 10:16:52 status config-files libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:16:52 status not-installed libldap-common:all <none>
2021-01-12 10:16:52 purge libgssapi-krb5-2:amd64 1.17-3+deb10u1 <none>
2021-01-12 10:16:52 status config-files libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:16:53 status not-installed libgssapi-krb5-2:amd64 <none>
2021-01-12 10:16:53 purge readline-common:all 7.0-5 <none>
2021-01-12 10:16:53 status config-files readline-common:all 7.0-5
2021-01-12 10:16:53 status not-installed readline-common:all <none>
2021-01-12 10:16:53 startup packages configure
2021-01-12 10:17:28 startup archives unpack
2021-01-12 10:17:28 install readline-common:all <none> 7.0-5
2021-01-12 10:17:28 status half-installed readline-common:all 7.0-5
2021-01-12 10:17:28 status unpacked readline-common:all 7.0-5
2021-01-12 10:17:28 install sensible-utils:all <none> 0.0.12
2021-01-12 10:17:28 status half-installed sensible-utils:all 0.0.12
2021-01-12 10:17:28 status unpacked sensible-utils:all 0.0.12
2021-01-12 10:17:28 install gettext-base:amd64 <none> 0.19.8.1-9
2021-01-12 10:17:28 status triggers-pending libc-bin:amd64 2.28-10
2021-01-12 10:17:28 status half-installed gettext-base:amd64 0.19.8.1-9
2021-01-12 10:17:28 status unpacked gettext-base:amd64 0.19.8.1-9
2021-01-12 10:17:28 install ucf:all <none> 3.0038+nmu1
2021-01-12 10:17:28 status half-installed ucf:all 3.0038+nmu1
2021-01-12 10:17:28 status unpacked ucf:all 3.0038+nmu1
2021-01-12 10:17:28 install libkeyutils1:amd64 <none> 1.6-6
2021-01-12 10:17:28 status half-installed libkeyutils1:amd64 1.6-6
2021-01-12 10:17:28 status unpacked libkeyutils1:amd64 1.6-6
2021-01-12 10:17:28 install libkrb5support0:amd64 <none> 1.17-3+deb10u1
2021-01-12 10:17:28 status half-installed libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:17:29 status unpacked libkrb5support0:amd64 1.17-3+deb10u1
2021-01-12 10:17:29 install libk5crypto3:amd64 <none> 1.17-3+deb10u1
2021-01-12 10:17:29 status half-installed libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:17:29 status unpacked libk5crypto3:amd64 1.17-3+deb10u1
2021-01-12 10:17:29 install libkrb5-3:amd64 <none> 1.17-3+deb10u1
2021-01-12 10:17:29 status half-installed libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:17:29 status unpacked libkrb5-3:amd64 1.17-3+deb10u1
2021-01-12 10:17:29 install libgssapi-krb5-2:amd64 <none> 1.17-3+deb10u1
2021-01-12 10:17:29 status half-installed libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:17:29 status unpacked libgssapi-krb5-2:amd64 1.17-3+deb10u1
2021-01-12 10:17:29 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg-1+deb10u1
2021-01-12 10:17:29 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:17:29 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:17:29 install libsasl2-2:amd64 <none> 2.1.27+dfsg-1+deb10u1
2021-01-12 10:17:29 status half-installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:17:29 status unpacked libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2021-01-12 10:17:29 install libldap-common:all <none> 2.4.47+dfsg-3+deb10u4
2021-01-12 10:17:29 status half-installed libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:17:29 status unpacked libldap-common:all 2.4.47+dfsg-3+deb10u4
2021-01-12 10:17:29 install libldap-2.4-2:amd64 <none> 2.4.47+dfsg-3+deb10u4
2021-01-12 10:17:29 status half-installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:17:29 status unpacked libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2021-01-12 10:17:29 install libnghttp2-14:amd64 <none> 1.36.0-2+deb10u1
2021-01-12 10:17:29 status half-installed libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:17:29 status unpacked libnghttp2-14:amd64 1.36.0-2+deb10u1
2021-01-12 10:17:29 install libpsl5:amd64 <none> 0.20.2-2
2021-01-12 10:17:29 status half-installed libpsl5:amd64 0.20.2-2
2021-01-12 10:17:29 status unpacked libpsl5:amd64 0.20.2-2
2021-01-12 10:17:29 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:17:29 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:17:29 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2021-01-12 10:17:29 install libssh2-1:amd64 <none> 1.8.0-2.1
2021-01-12 10:17:29 status half-installed libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:17:29 status unpacked libssh2-1:amd64 1.8.0-2.1
2021-01-12 10:17:29 install libcurl4:amd64 <none> 7.64.0-4+deb10u1
2021-01-12 10:17:29 status half-installed libcurl4:amd64 7.64.0-4+deb10u1
2021-01-12 10:17:29 status unpacked libcurl4:amd64 7.64.0-4+deb10u1
2021-01-12 10:17:29 install curl:amd64 <none> 7.64.0-4+deb10u1
2021-01-12 10:17:29 status half-installed curl:amd64 7.64.0-4+deb10u1
2021-01-12 10:17:29 status unpacked curl:amd64 7.64.0-4+deb10u1
2021-01-12 10:17:29 install fonts-dejavu-core:all <none> 2.37-1
2021-01-12 10:17:29 status half-installed fonts-dejavu-core:all 2.37-1
2021-01-12 10:17:30 status unpacked fonts-dejavu-core:all 2.37-1
2021-01-12 10:17:30 install fontconfig-config:all <none> 2.13.1-2
2021-01-12 10:17:30 status half-installed fontconfig-config:all 2.13.1-2
2021-01-12 10:17:30 status unpacked fontconfig-config:all 2.13.1-2
2021-01-12 10:17:30 install libbsd0:amd64 <none> 0.9.1-2
2021-01-12 10:17:30 status half-installed libbsd0:amd64 0.9.1-2
2021-01-12 10:17:30 status unpacked libbsd0:amd64 0.9.1-2
2021-01-12 10:17:30 install libexpat1:amd64 <none> 2.2.6-2+deb10u1
2021-01-12 10:17:30 status half-installed libexpat1:amd64 2.2.6-2+deb10u1
2021-01-12 10:17:30 status unpacked libexpat1:amd64 2.2.6-2+deb10u1
2021-01-12 10:17:30 install libpng16-16:amd64 <none> 1.6.36-6
2021-01-12 10:17:30 status half-installed libpng16-16:amd64 1.6.36-6
2021-01-12 10:17:30 status unpacked libpng16-16:amd64 1.6.36-6
2021-01-12 10:17:30 install libfreetype6:amd64 <none> 2.9.1-3+deb10u2
2021-01-12 10:17:30 status half-installed libfreetype6:amd64 2.9.1-3+deb10u2
2021-01-12 10:17:30 status unpacked libfreetype6:amd64 2.9.1-3+deb10u2
2021-01-12 10:17:30 install libfontconfig1:amd64 <none> 2.13.1-2
